
74259, E, 64, 0
50469, E, 64, 127
50498, C, 49, 46
50501, C, 70, 42
50504, C, 50, 39
50502, C, 50, 38
50501, C, 59, 23
50511, E, 64, 0
50512, E, 64, 0
50521, E, 64, 0
50527, F, 65, 64
50536, C, 71, 42
50540, C, 73, 53
50604, F, 68, 64
50613, F, 56, 64
50614, F, 53, 64
50652, F, 49, 64
50661, C, 71, 49
50672, F, 62, 64
50682, F, 60, 64
50748, C, 72, 46
50755, C, 62, 46
50768, F, 72, 64
50768, E, 64, 0
50769, E, 64, 0
50793, F, 57, 64
50795, F, 56, 64
50797, C, 77, 46
50814, F, 35, 64
50848, C, 79, 42
50848, C, 66, 48
50853, C, 58, 46
50858, E, 64, 0
50858, E, 64, 0
50858, E, 64, 0
50860, F, 76, 64
50879, E, 64, 127
50884, E, 64, 0
51002, C, 59, 48
51020, E, 64, 0
51025, C, 47, 49
51056, E, 64, 127
51058, E, 64, 127
51095, F, 50, 64
51101, C, 68, 54
51102, C, 62, 46
51102, E, 64, 0
51101, E, 64, 0
51131, E, 64, 127
51141, E, 64, 127
51176, F, 68, 64
51215, E, 64, 0
51243, F, 73, 64
51280, E, 64, 127
51283, C, 74, 84
51283, C, 63, 63
51292, F, 75, 64
51295, C, 72, 51
51299, F, 56, 64
51299, F, 61, 64
51320, E, 64, 0
51336, E, 64, 127
51398, C, 46, 101
51499, F, 72, 64
51499, C, 73, 51
51499, C, 62, 46
51511, F, 66, 64
51519, F, 60, 64
51630, C, 76, 81
51645, C, 58, 32
51651, C, 59, 28
51707, F, 71, 64
51708, C, 73, 44
51710, F, 66, 64
51724, F, 67, 64
51727, E, 64, 127
51729, F, 58, 64
51769, C, 71, 47
51785, F, 62, 64
51786, F, 64, 64
51786, F, 69, 64
51798, C, 75, 46
51804, C, 53, 55
51813, E, 64, 0
51813, E, 64, 0
51868, E, 64, 127
51868, E, 64, 127
51920, C, 76, 43
51914, C, 71, 56
51919, C, 73, 67
51928, F, 73, 64
51937, E, 64, 127
51961, E, 64, 0
51962, C, 39, 64
51972, E, 64, 0
51983, F, 67, 64
51986, C, 76, 58
51987, F, 74, 64
52037, E, 64, 0
52067, E, 64, 127
52067, E, 64, 127
52067, E, 64, 127
52069, F, 68, 64
52127, C, 62, 44
52127, C, 53, 40
52128, C, 56, 50
52130, C, 68, 79
52163, F, 71, 64
52166, F, 77, 64
52180, F, 48, 64
52210, C, 74, 25
52212, F, 72, 64
52213, E, 64, 0
52219, F, 73, 64
52235, E, 64, 127
52248, E, 64, 127
52268, F, 71, 64
52347, C, 79, 49
52361, F, 65, 64
52368, F, 47, 64
52440, C, 68, 69
52449, E, 64, 0
52457, C, 75, 67
52459, C, 68, 80
52462, C, 44, 96
52463, E, 64, 127
52464, E, 64, 127
52473, F, 44, 64
52502, F, 56, 64
52521, E, 64, 0
52521, E, 64, 0
52523, C, 55, 24
52528, F, 70, 64
52531, C, 67, 58
52531, C, 58, 46
52535, F, 43, 64
52537, F, 71, 64
52538, F, 64, 64
52607, C, 46, 68
52609, C, 65, 44
52616, C, 76, 51
52631, E, 64, 0
52638, E, 64, 0
52639, E, 64, 0
52639, E, 64, 0
52651, E, 64, 127
52655, E, 64, 127
52662, F, 44, 64
52685, F, 66, 64
52765, C, 44, 69
52769, C, 77, 73
52767, C, 70, 48
52768, C, 55, 45
52768, C, 63, 28
52802, F, 73, 64
52803, E, 64, 127
52800, E, 64, 127
52850, F, 61, 64
52885, C, 67, 61
52890, C, 60, 32
52891, C, 33, 41
52894, F, 65, 64
52903, E, 64, 0
52929, E, 64, 127
52917, C, 58, 42
52919, C, 59, 46
52937, E, 64, 0
52946, F, 68, 64
52973, E, 64, 127
52983, E, 64, 127
52992, E, 64, 127
53011, F, 39, 64
53012, F, 64, 64
53073, C, 68, 58
53089, F, 55, 64
53104, C, 69, 53
53105, C, 61, 36
53110, F, 68, 64
53116, E, 64, 127
53116, E, 64, 127
53116, E, 64, 127
53135, F, 53, 64
53141, F, 53, 64
53141, F, 67, 64
53154, F, 55, 64
53167, F, 50, 64
53236, F, 58, 64
53246, F, 59, 64
53252, F, 62, 64
53258, F, 48, 64
53288, F, 51, 64
53304, E, 64, 127
53309, E, 64, 127
53336, F, 59, 64
53431, C, 71, 45
53436, C, 67, 51
53444, F, 67, 64
53450, E, 64, 0
53454, E, 64, 0
53458, C, 60, 30
53486, F, 71, 64
53487, C, 62, 25
53487, C, 59, 26
53500, E, 64, 0
53500, E, 64, 0
53581, F, 55, 64
53581, E, 64, 127
53587, F, 61, 64
53587, F, 51, 64
53588, F, 72, 64
53588, F, 57, 64
53592, F, 64, 64
53595, C, 63, 59
53606, F, 75, 64
53607, E, 64, 0
53608, E, 64, 0
53614, F, 72, 64
53620, F, 47, 64
53629, C, 71, 59
53658, F, 72, 64
53692, E, 64, 127
53691, E, 64, 127
53713, C, 69, 57
53713, C, 51, 23
53770, E, 64, 0
53770, E, 64, 0
53770, C, 53, 30
53774, C, 55, 30
53777, E, 64, 0
53777, E, 64, 0
53814, E, 64, 127
53822, E, 64, 127
53849, F, 63, 64
53905, C, 68, 36
53909, C, 62, 46
53909, C, 54, 36
53919, E, 64, 0
53944, E, 64, 127
53989, F, 46, 64
53994, F, 55, 64
54007, C, 71, 46
54044, E, 64, 0
54065, C, 64, 46
54069, C, 70, 48
54071, C, 50, 41
54074, F, 36, 64
54075, E, 64, 0
54077, E, 64, 0
54077, E, 64, 0
54089, F, 54, 64
54093, E, 64, 0
54125, E, 64, 127
54145, E, 64, 127
54147, E, 64, 127
54181, F, 54, 64
54182, F, 73, 64
54213, C, 59, 44
54216, C, 70, 61
54232, E, 64, 0
54249, E, 64, 127
54254, E, 64, 127
54363, F, 71, 64
54371, C, 72, 70
54379, C, 48, 41
54385, E, 64, 127
54388, E, 64, 127
54410, F, 49, 64
54410, F, 51, 64
54446, C, 69, 35
54446, C, 39, 41
54454, F, 55, 64
54485, E, 64, 127
54485, E, 64, 127
54501, E, 64, 0
54508, E, 64, 0
54513, C, 60, 35
54514, C, 45, 29
54517, F, 41, 64
54517, C, 47, 43
54522, C, 52, 23
54522, C, 58, 26
54523, F, 55, 64
54526, F, 53, 64
54640, F, 55, 64
54644, F, 43, 64
54654, C, 54, 20
54663, C, 61, 13
54666, C, 62, 26
54675, E, 64, 0
54675, E, 64, 0
54685, F, 68, 64
54693, E, 64, 127
54705, E, 64, 127
54766, E, 64, 0
54779, E, 64, 0
54796, E, 64, 0
54798, E, 64, 0
54798, E, 64, 0
54896, E, 64, 127
54912, E, 64, 127
54923, F, 63, 64
54966, C, 50, 63
54970, C, 62, 44
54974, C, 52, 29
54978, C, 59, 40
54987, C, 63, 41
54993, F, 52, 64
54994, F, 54, 64
55099, F, 65, 64
55928, C, 53, 31
55950, F, 49, 64
55954, F, 54, 64
55968, F, 62, 64
55977, F, 61, 64
56355, C, 35, 65
56402, C, 68, 50
56404, F, 73, 64
56407, E, 64, 127
56410, F, 50, 64
56436, F, 64, 64
56436, E, 64, 0
56436, E, 64, 0
56440, F, 70, 64
56450, F, 55, 64
56501, C, 56, 52
56501, C, 50, 36
56506, F, 52, 64
56562, E, 64, 127
56595, E, 64, 0
56625, C, 80, 66
56640, F, 64, 64
