2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 151, Control_c, 0, 64, 0
2, 151, Control_c, 0, 64, 0
2, 151, Control_c, 0, 64, 0
2, 194, Control_c, 0, 64, 127
2, 194, Control_c, 0, 64, 127
2, 194, Control_c, 0, 64, 127
2, 212, Note_on_c, 0, 74, 38
2, 317, Note_off_c, 0, 74, 64
2, 377, Note_on_c, 0, 74, 38
2, 380, Control_c, 0, 64, 0
2, 380, Control_c, 0, 64, 0
2, 380, Control_c, 0, 64, 0
2, 384, Note_on_c, 0, 47, 32
2, 420, Control_c, 0, 64, 127
2, 420, Control_c, 0, 64, 127
2, 420, Control_c, 0, 64, 127
2, 445, Note_on_c, 0, 76, 32
2, 457, Note_off_c, 0, 74, 64
2, 498, Note_on_c, 0, 74, 39
2, 510, Note_off_c, 0, 76, 64
2, 520, Control_c, 0, 64, 0
2, 520, Control_c, 0, 64, 0
2, 520, Control_c, 0, 64, 0
2, 544, Note_on_c, 0, 73, 42
2, 559, Note_off_c, 0, 74, 64
2, 562, Note_on_c, 0, 54, 32
2, 566, Note_on_c, 0, 62, 24
2, 580, Control_c, 0, 64, 127
2, 580, Control_c, 0, 64, 127
2, 580, Control_c, 0, 64, 127
2, 613, Note_off_c, 0, 47, 64
2, 618, Note_off_c, 0, 54, 64
2, 622, Note_off_c, 0, 62, 64
2, 713, Note_on_c, 0, 62, 31
2, 717, Note_on_c, 0, 71, 45
2, 719, Note_on_c, 0, 54, 38
2, 725, Note_off_c, 0, 73, 64
2, 769, Note_off_c, 0, 62, 64
2, 775, Note_off_c, 0, 54, 64
2, 876, Note_on_c, 0, 42, 38
2, 883, Control_c, 0, 64, 0
2, 883, Control_c, 0, 64, 0
2, 883, Control_c, 0, 64, 0
2, 890, Note_on_c, 0, 70, 39
2, 900, Control_c, 0, 64, 127
2, 900, Control_c, 0, 64, 127
2, 900, Control_c, 0, 64, 127
2, 914, Note_off_c, 0, 71, 64
2, 955, Note_on_c, 0, 67, 38
2, 960, Note_on_c, 0, 79, 38
2, 965, Note_off_c, 0, 70, 64
2, 1022, Control_c, 0, 64, 0
2, 1022, Control_c, 0, 64, 0
2, 1022, Control_c, 0, 64, 0
2, 1024, Note_on_c, 0, 66, 47
2, 1028, Note_on_c, 0, 78, 45
2, 1039, Note_off_c, 0, 67, 64
2, 1044, Note_off_c, 0, 79, 64
2, 1048, Note_on_c, 0, 58, 38
2, 1048, Note_on_c, 0, 54, 36
2, 1050, Note_on_c, 0, 64, 28
2, 1076, Control_c, 0, 64, 127
2, 1076, Control_c, 0, 64, 127
2, 1076, Control_c, 0, 64, 127
2, 1104, Note_off_c, 0, 54, 64
2, 1104, Note_off_c, 0, 58, 64
2, 1105, Note_off_c, 0, 42, 64
2, 1106, Note_off_c, 0, 64, 64
2, 1188, Note_on_c, 0, 54, 30
2, 1190, Note_on_c, 0, 64, 31
2, 1192, Note_on_c, 0, 58, 38
2, 1196, Note_off_c, 0, 66, 64
2, 1200, Note_off_c, 0, 78, 64
2, 1244, Note_off_c, 0, 54, 64
2, 1246, Note_off_c, 0, 64, 64
2, 1248, Note_off_c, 0, 58, 64
2, 1286, Note_on_c, 0, 74, 64
2, 1322, Note_off_c, 0, 74, 64
2, 1344, Note_on_c, 0, 74, 71
2, 1350, Control_c, 0, 64, 0
2, 1350, Control_c, 0, 64, 0
2, 1350, Control_c, 0, 64, 0
2, 1356, Note_on_c, 0, 47, 57
