2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 24, Control_c, 0, 64, 0
2, 39, Note_on_c, 0, 32, 77
2, 68, Control_c, 0, 64, 127
2, 304, Note_on_c, 0, 56, 28
2, 305, Note_on_c, 0, 51, 31
2, 311, Note_on_c, 0, 63, 28
2, 349, Note_on_c, 0, 72, 81
2, 492, Note_off_c, 0, 56, 64
2, 493, Note_off_c, 0, 51, 64
2, 499, Note_off_c, 0, 63, 64
2, 570, Note_on_c, 0, 63, 36
2, 576, Note_on_c, 0, 51, 18
2, 579, Note_on_c, 0, 56, 36
2, 670, Note_on_c, 0, 73, 66
2, 688, Note_off_c, 0, 72, 64
2, 748, Note_off_c, 0, 63, 64
2, 754, Note_off_c, 0, 51, 64
2, 757, Note_off_c, 0, 56, 64
2, 773, Note_on_c, 0, 44, 57
2, 779, Note_off_c, 0, 32, 64
2, 788, Note_on_c, 0, 72, 71
2, 809, Note_off_c, 0, 73, 64
2, 871, Note_on_c, 0, 70, 66
2, 881, Note_off_c, 0, 72, 64
2, 960, Note_on_c, 0, 56, 23
2, 962, Note_on_c, 0, 68, 66
2, 968, Note_on_c, 0, 66, 44
2, 975, Note_on_c, 0, 60, 44
2, 975, Control_c, 0, 64, 0
2, 981, Note_off_c, 0, 70, 64
2, 1004, Control_c, 0, 64, 127
2, 1123, Note_off_c, 0, 56, 64
2, 1131, Note_off_c, 0, 66, 64
2, 1138, Note_off_c, 0, 60, 64
2, 1144, Note_on_c, 0, 63, 44
2, 1144, Note_on_c, 0, 56, 23
2, 1145, Note_on_c, 0, 66, 55
2, 1156, Note_on_c, 0, 72, 75
2, 1176, Note_off_c, 0, 68, 64
2, 1225, Note_off_c, 0, 44, 64
2, 1239, Control_c, 0, 64, 0
2, 1268, Control_c, 0, 64, 127
2, 1322, Note_off_c, 0, 56, 64
2, 1322, Note_off_c, 0, 63, 64
2, 1323, Note_off_c, 0, 66, 64
2, 1341, Note_on_c, 0, 73, 75
2, 1344, Note_on_c, 0, 49, 65
2, 1355, Note_off_c, 0, 72, 64
2, 1355, Control_c, 0, 64, 0
2, 1378, Control_c, 0, 64, 127
2, 1522, Note_on_c, 0, 56, 44
2, 1525, Note_on_c, 0, 61, 50
2, 1529, Note_on_c, 0, 75, 73
2, 1532, Note_on_c, 0, 65, 31
2, 1548, Note_off_c, 0, 73, 64
2, 1555, Control_c, 0, 64, 0
2, 1577, Control_c, 0, 64, 127
2, 1619, Control_c, 0, 64, 0
2, 1630, Note_off_c, 0, 49, 64
2, 1642, Control_c, 0, 64, 127
2, 1670, Note_off_c, 0, 65, 64
2, 1687, Note_off_c, 0, 56, 64
2, 1690, Note_off_c, 0, 61, 64
2, 1705, Note_on_c, 0, 65, 48
2, 1711, Note_on_c, 0, 56, 56
2, 1712, Note_on_c, 0, 61, 56
2, 1793, Note_on_c, 0, 77, 59
2, 1808, Note_off_c, 0, 75, 64
2, 1819, Control_c, 0, 64, 0
2, 1841, Control_c, 0, 64, 127
2, 1867, Note_off_c, 0, 61, 64
2, 1873, Note_off_c, 0, 65, 64
2, 1889, Note_off_c, 0, 56, 64
2, 1894, Note_on_c, 0, 74, 71
2, 1898, Note_on_c, 0, 44, 44
2, 1924, Note_off_c, 0, 77, 64
2, 1929, Control_c, 0, 64, 0
2, 1943, Control_c, 0, 64, 127
2, 1976, Note_on_c, 0, 77, 63
2, 1998, Note_off_c, 0, 74, 64
2, 2051, Note_on_c, 0, 56, 48
2, 2056, Note_on_c, 0, 63, 39
2, 2058, Note_on_c, 0, 75, 71
2, 2061, Note_on_c, 0, 60, 40
2, 2068, Note_off_c, 0, 77, 64
2, 2078, Control_c, 0, 64, 0
2, 2113, Control_c, 0, 64, 127
2, 2193, Note_off_c, 0, 44, 64
2, 2193, Control_c, 0, 64, 0
2, 2207, Control_c, 0, 64, 127
