2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 17, Control_c, 0, 64, 127
2, 17, Control_c, 0, 64, 127
2, 114, Control_c, 0, 64, 0
2, 114, Control_c, 0, 64, 0
2, 132, Note_on_c, 0, 47, 56
2, 132, Note_on_c, 0, 35, 56
2, 134, Note_on_c, 0, 63, 60
2, 134, Note_on_c, 0, 59, 61
2, 134, Note_on_c, 0, 54, 61
2, 184, Control_c, 0, 64, 127
2, 184, Control_c, 0, 64, 127
2, 335, Note_off_c, 0, 35, 64
2, 335, Note_off_c, 0, 47, 64
2, 337, Note_off_c, 0, 54, 64
2, 337, Note_off_c, 0, 59, 64
2, 337, Note_off_c, 0, 63, 64
2, 366, Note_on_c, 0, 54, 70
2, 433, Note_on_c, 0, 59, 56
2, 470, Note_off_c, 0, 54, 64
2, 523, Note_on_c, 0, 63, 41
2, 557, Note_off_c, 0, 59, 64
2, 590, Note_on_c, 0, 64, 56
2, 593, Note_on_c, 0, 61, 46
2, 612, Note_off_c, 0, 63, 64
2, 674, Note_on_c, 0, 65, 64
2, 680, Note_on_c, 0, 62, 67
2, 683, Control_c, 0, 64, 0
2, 683, Control_c, 0, 64, 0
2, 708, Note_off_c, 0, 64, 64
2, 711, Note_off_c, 0, 61, 64
2, 716, Control_c, 0, 64, 127
2, 716, Control_c, 0, 64, 127
2, 779, Note_off_c, 0, 62, 64
2, 801, Note_off_c, 0, 65, 64
2, 809, Note_on_c, 0, 56, 60
2, 843, Note_off_c, 0, 56, 64
2, 845, Control_c, 0, 64, 0
2, 845, Control_c, 0, 64, 0
2, 850, Note_on_c, 0, 62, 60
2, 851, Note_on_c, 0, 47, 56
2, 851, Note_on_c, 0, 65, 64
2, 856, Note_on_c, 0, 56, 60
2, 886, Control_c, 0, 64, 127
2, 886, Control_c, 0, 64, 127
2, 1024, Note_on_c, 0, 63, 53
2, 1028, Note_off_c, 0, 47, 64
2, 1037, Note_on_c, 0, 66, 59
2, 1037, Note_on_c, 0, 47, 54
2, 1037, Control_c, 0, 64, 0
2, 1037, Control_c, 0, 64, 0
2, 1043, Note_off_c, 0, 62, 64
2, 1044, Note_off_c, 0, 65, 64
2, 1047, Note_on_c, 0, 54, 64
2, 1049, Note_off_c, 0, 56, 64
2, 1067, Control_c, 0, 64, 127
2, 1067, Control_c, 0, 64, 127
2, 1201, Note_on_c, 0, 40, 46
2, 1208, Note_off_c, 0, 47, 64
2, 1217, Note_off_c, 0, 63, 64
2, 1224, Note_on_c, 0, 47, 52
2, 1230, Note_off_c, 0, 66, 64
2, 1240, Note_off_c, 0, 54, 64
2, 1253, Note_on_c, 0, 56, 61
2, 1280, Note_on_c, 0, 64, 57
2, 1286, Control_c, 0, 64, 0
2, 1286, Control_c, 0, 64, 0
2, 1303, Note_on_c, 0, 71, 61
2, 1323, Control_c, 0, 64, 127
2, 1323, Control_c, 0, 64, 127
2, 1331, Note_off_c, 0, 40, 64
2, 1338, Note_off_c, 0, 47, 64
2, 1423, Note_off_c, 0, 56, 64
2, 1450, Note_off_c, 0, 64, 64
2, 1473, Note_off_c, 0, 71, 64
2, 1499, Note_on_c, 0, 59, 50
2, 1568, Note_on_c, 0, 68, 61
2, 1571, Note_on_c, 0, 71, 58
2, 1605, Note_off_c, 0, 59, 64
2, 1672, Note_on_c, 0, 70, 67
2, 1672, Note_on_c, 0, 66, 64
2, 1682, Note_off_c, 0, 68, 64
2, 1685, Note_off_c, 0, 71, 64
2, 1706, Note_on_c, 0, 71, 60
2, 1725, Note_off_c, 0, 66, 64
2, 1725, Note_off_c, 0, 70, 64
2, 1728, Note_on_c, 0, 59, 50
2, 1728, Note_on_c, 0, 52, 51
2, 1732, Note_on_c, 0, 70, 65
2, 1732, Note_on_c, 0, 66, 60
2, 1764, Note_off_c, 0, 71, 64
2, 1813, Note_on_c, 0, 68, 54
2, 1816, Note_on_c, 0, 64, 64
2, 1819, Note_off_c, 0, 66, 64
2, 1819, Note_off_c, 0, 70, 64
2, 1901, Note_off_c, 0, 52, 64
2, 1901, Note_off_c, 0, 59, 64
2, 1904, Note_on_c, 0, 62, 65
2, 1905, Note_on_c, 0, 65, 60
2, 1916, Note_off_c, 0, 64, 64
2, 1917, Control_c, 0, 64, 0
2, 1917, Control_c, 0, 64, 0
2, 1918, Note_off_c, 0, 68, 64
2, 1938, Control_c, 0, 64, 127
2, 1938, Control_c, 0, 64, 127
2, 1994, Note_off_c, 0, 62, 64
2, 1995, Note_off_c, 0, 65, 64
2, 2046, Note_on_c, 0, 56, 50
2, 2076, Note_on_c, 0, 62, 59
2, 2077, Note_off_c, 0, 56, 64
2, 2079, Note_on_c, 0, 65, 56
2, 2080, Note_on_c, 0, 56, 59
2, 2083, Note_on_c, 0, 47, 59
2, 2094, Control_c, 0, 64, 0
2, 2094, Control_c, 0, 64, 0
2, 2133, Control_c, 0, 64, 127
2, 2133, Control_c, 0, 64, 127
2, 2253, Note_off_c, 0, 47, 64
2, 2264, Note_on_c, 0, 54, 59
2, 2268, Note_on_c, 0, 66, 64
2, 2271, Note_on_c, 0, 47, 55
2, 2274, Note_on_c, 0, 63, 60
2, 2284, Note_off_c, 0, 56, 64
2, 2284, Note_off_c, 0, 62, 64
2, 2287, Note_off_c, 0, 65, 64
2, 2441, Note_off_c, 0, 47, 64
2, 2464, Note_on_c, 0, 58, 56
2, 2468, Note_off_c, 0, 54, 64
2, 2468, Note_on_c, 0, 68, 62
2, 2471, Note_on_c, 0, 64, 62
2, 2478, Note_on_c, 0, 30, 55
2, 2480, Control_c, 0, 64, 0
2, 2480, Control_c, 0, 64, 0
2, 2483, Note_off_c, 0, 66, 64
2, 2484, Note_on_c, 0, 42, 59
2, 2489, Note_off_c, 0, 63, 64
2, 2503, Control_c, 0, 64, 127
2, 2503, Control_c, 0, 64, 127
2, 2664, Note_on_c, 0, 54, 57
2, 2667, Note_off_c, 0, 58, 64
2, 2671, Note_off_c, 0, 68, 64
2, 2674, Note_off_c, 0, 64, 64
2, 2681, Note_off_c, 0, 30, 64
2, 2687, Note_off_c, 0, 42, 64
2, 2745, Note_on_c, 0, 68, 58
2, 2762, Note_off_c, 0, 54, 64
2, 2820, Note_on_c, 0, 66, 51
2, 2820, Note_on_c, 0, 63, 48
2, 2843, Note_off_c, 0, 68, 64
2, 2848, Note_on_c, 0, 68, 52
2, 2861, Note_off_c, 0, 63, 64
2, 2861, Note_off_c, 0, 66, 64
2, 2866, Control_c, 0, 64, 0
2, 2866, Control_c, 0, 64, 0
2, 2868, Note_on_c, 0, 54, 50
2, 2868, Note_on_c, 0, 58, 47
2, 2868, Note_on_c, 0, 63, 63
2, 2868, Note_on_c, 0, 66, 67
2, 2872, Note_on_c, 0, 42, 46
2, 2882, Control_c, 0, 64, 0
2, 2882, Control_c, 0, 64, 0
2, 2906, Note_off_c, 0, 68, 64
2, 2925, Control_c, 0, 64, 0
2, 2925, Control_c, 0, 64, 0
2, 2955, Note_off_c, 0, 66, 64
2, 2955, Note_off_c, 0, 63, 64
2, 2968, Control_c, 0, 64, 127
2, 2968, Control_c, 0, 64, 127
2, 2976, Note_on_c, 0, 64, 51
2, 2976, Note_on_c, 0, 61, 56
2, 3039, Note_off_c, 0, 58, 64
2, 3070, Note_on_c, 0, 62, 65
2, 3071, Note_off_c, 0, 54, 64
2, 3073, Note_on_c, 0, 58, 75
2, 3075, Note_off_c, 0, 42, 64
2, 3078, Note_off_c, 0, 61, 64
2, 3078, Note_off_c, 0, 64, 64
2, 3093, Control_c, 0, 64, 0
2, 3093, Control_c, 0, 64, 0
2, 3108, Control_c, 0, 64, 127
2, 3108, Control_c, 0, 64, 127
2, 3198, Note_off_c, 0, 62, 64
2, 3201, Note_off_c, 0, 58, 64
2, 3205, Note_on_c, 0, 51, 60
2, 3240, Note_on_c, 0, 58, 76
2, 3247, Note_on_c, 0, 62, 65
2, 3257, Note_on_c, 0, 44, 57
2, 3266, Control_c, 0, 64, 0
2, 3266, Control_c, 0, 64, 0
2, 3269, Note_off_c, 0, 51, 64
2, 3290, Control_c, 0, 64, 127
2, 3290, Control_c, 0, 64, 127
2, 3437, Note_off_c, 0, 44, 64
2, 3440, Note_on_c, 0, 63, 65
2, 3440, Note_on_c, 0, 59, 65
2, 3440, Note_on_c, 0, 54, 65
2, 3444, Note_on_c, 0, 51, 56
2, 3444, Note_on_c, 0, 44, 56
2, 3448, Note_off_c, 0, 58, 64
2, 3455, Note_off_c, 0, 62, 64
2, 3455, Control_c, 0, 64, 0
2, 3455, Control_c, 0, 64, 0
2, 3485, Control_c, 0, 64, 127
2, 3485, Control_c, 0, 64, 127
2, 3613, Note_off_c, 0, 54, 64
2, 3613, Note_off_c, 0, 59, 64
2, 3613, Note_off_c, 0, 63, 64
2, 3617, Note_off_c, 0, 44, 64
2, 3617, Note_off_c, 0, 51, 64
2, 3640, Note_on_c, 0, 37, 60
2, 3645, Note_on_c, 0, 63, 61
2, 3646, Note_on_c, 0, 59, 59
2, 3662, Control_c, 0, 64, 0
2, 3662, Control_c, 0, 64, 0
2, 3685, Control_c, 0, 64, 127
2, 3685, Control_c, 0, 64, 127
2, 3828, Note_on_c, 0, 49, 44
2, 3828, Note_on_c, 0, 56, 52
2, 3830, Note_on_c, 0, 53, 49
2, 3843, Note_off_c, 0, 37, 64
2, 3848, Note_off_c, 0, 63, 64
2, 3849, Note_off_c, 0, 59, 64
2, 3903, Note_off_c, 0, 56, 64
2, 3903, Note_off_c, 0, 49, 64
2, 3936, Note_on_c, 0, 59, 50
2, 3940, Note_on_c, 0, 63, 72
2, 3960, Note_off_c, 0, 53, 64
2, 3990, Note_off_c, 0, 63, 64
2, 3990, Note_off_c, 0, 59, 64
2, 4018, Note_on_c, 0, 63, 72
2, 4018, Note_on_c, 0, 59, 60
2, 4038, Note_on_c, 0, 65, 64
2, 4049, Note_off_c, 0, 59, 64
2, 4049, Note_off_c, 0, 63, 64
2, 4052, Control_c, 0, 64, 0
2, 4052, Control_c, 0, 64, 0
2, 4054, Note_on_c, 0, 59, 64
2, 4060, Note_on_c, 0, 63, 73
2, 4068, Control_c, 0, 64, 127
2, 4068, Control_c, 0, 64, 127
2, 4092, Note_off_c, 0, 65, 64
2, 4131, Note_off_c, 0, 59, 64
2, 4137, Note_off_c, 0, 63, 64
