2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 747, Control_c, 0, 64, 0
2, 795, Control_c, 0, 64, 0
2, 827, Control_c, 0, 64, 127
2, 831, Note_on_c, 0, 67, 34
2, 875, Control_c, 0, 64, 127
2, 1100, Control_c, 0, 64, 0
2, 1109, Note_on_c, 0, 74, 34
2, 1112, Note_on_c, 0, 71, 30
2, 1112, Note_on_c, 0, 55, 35
2, 1118, Note_on_c, 0, 65, 19
2, 1145, Control_c, 0, 64, 127
2, 1148, Control_c, 0, 64, 0
2, 1158, Note_off_c, 0, 67, 64
2, 1193, Control_c, 0, 64, 127
2, 1309, Note_off_c, 0, 71, 64
2, 1331, Note_off_c, 0, 65, 64
2, 1411, Control_c, 0, 64, 0
2, 1413, Note_on_c, 0, 76, 38
2, 1416, Note_on_c, 0, 71, 31
2, 1422, Note_on_c, 0, 67, 50
2, 1425, Note_on_c, 0, 65, 27
2, 1447, Control_c, 0, 64, 127
2, 1459, Control_c, 0, 64, 0
2, 1462, Note_off_c, 0, 74, 64
2, 1495, Control_c, 0, 64, 127
2, 1672, Note_off_c, 0, 55, 64
2, 1700, Note_on_c, 0, 55, 38
2, 1829, Note_on_c, 0, 74, 41
2, 1874, Note_off_c, 0, 76, 64
2, 1897, Note_off_c, 0, 74, 64
2, 1953, Note_on_c, 0, 74, 41
2, 1969, Note_on_c, 0, 64, 26
2, 1975, Note_off_c, 0, 55, 64
2, 1976, Note_off_c, 0, 71, 64
2, 1977, Control_c, 0, 64, 0
2, 1979, Note_on_c, 0, 60, 24
2, 1983, Note_on_c, 0, 72, 36
2, 1985, Note_off_c, 0, 65, 64
2, 2006, Note_off_c, 0, 74, 64
2, 2017, Control_c, 0, 64, 127
2, 2025, Control_c, 0, 64, 0
2, 2065, Control_c, 0, 64, 127
2, 2160, Note_off_c, 0, 64, 64
2, 2172, Note_off_c, 0, 72, 64
2, 2185, Note_on_c, 0, 71, 41
2, 2190, Note_off_c, 0, 67, 64
2, 2216, Control_c, 0, 64, 0
2, 2224, Note_on_c, 0, 64, 31
2, 2231, Note_on_c, 0, 67, 35
2, 2238, Note_on_c, 0, 72, 52
2, 2244, Note_off_c, 0, 71, 64
2, 2251, Control_c, 0, 64, 127
2, 2264, Control_c, 0, 64, 0
2, 2299, Control_c, 0, 64, 127
2, 2486, Note_on_c, 0, 55, 31
2, 2529, Note_off_c, 0, 60, 64
2, 2604, Note_on_c, 0, 73, 46
2, 2629, Note_off_c, 0, 72, 64
2, 2653, Note_off_c, 0, 64, 64
2, 2720, Control_c, 0, 64, 0
2, 2734, Note_on_c, 0, 59, 34
2, 2734, Note_on_c, 0, 65, 31
2, 2738, Note_on_c, 0, 74, 38
2, 2744, Note_off_c, 0, 55, 64
2, 2748, Control_c, 0, 64, 127
2, 2761, Note_off_c, 0, 73, 64
2, 2768, Control_c, 0, 64, 0
2, 2796, Control_c, 0, 64, 127
2, 2918, Note_on_c, 0, 75, 43
2, 2934, Note_off_c, 0, 65, 64
2, 2935, Note_off_c, 0, 74, 64
2, 2938, Note_off_c, 0, 67, 64
2, 2968, Control_c, 0, 64, 0
2, 2983, Note_on_c, 0, 76, 50
