2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 700, Control_c, 0, 64, 127
2, 700, Control_c, 0, 64, 127
2, 768, Note_on_c, 0, 61, 64
2, 956, Note_on_c, 0, 66, 74
2, 958, Note_off_c, 0, 61, 64
2, 959, Control_c, 0, 64, 0
2, 959, Control_c, 0, 64, 0
2, 964, Note_on_c, 0, 30, 64
2, 1005, Control_c, 0, 64, 127
2, 1005, Control_c, 0, 64, 127
2, 1185, Note_on_c, 0, 61, 33
2, 1192, Note_on_c, 0, 49, 26
2, 1200, Note_on_c, 0, 57, 33
2, 1231, Note_off_c, 0, 57, 64
2, 1235, Note_off_c, 0, 49, 64
2, 1239, Note_off_c, 0, 61, 64
2, 1257, Note_on_c, 0, 68, 67
2, 1258, Note_off_c, 0, 30, 64
2, 1272, Note_off_c, 0, 66, 64
2, 1315, Note_off_c, 0, 68, 64
2, 1334, Note_on_c, 0, 69, 72
2, 1340, Note_on_c, 0, 61, 40
2, 1344, Note_on_c, 0, 57, 54
2, 1344, Note_on_c, 0, 49, 54
2, 1367, Note_off_c, 0, 57, 64
2, 1370, Note_off_c, 0, 61, 64
2, 1385, Note_off_c, 0, 49, 64
2, 1404, Note_on_c, 0, 72, 67
2, 1426, Note_off_c, 0, 69, 64
2, 1486, Note_on_c, 0, 42, 80
2, 1488, Note_on_c, 0, 74, 60
2, 1496, Note_off_c, 0, 72, 64
2, 1531, Note_on_c, 0, 76, 69
2, 1545, Note_off_c, 0, 74, 64
2, 1583, Note_on_c, 0, 74, 75
2, 1594, Note_off_c, 0, 76, 64
2, 1607, Control_c, 0, 64, 0
2, 1607, Control_c, 0, 64, 0
2, 1621, Note_on_c, 0, 57, 60
2, 1624, Note_on_c, 0, 66, 66
2, 1625, Note_on_c, 0, 73, 86
2, 1630, Note_on_c, 0, 61, 60
2, 1637, Note_off_c, 0, 74, 64
2, 1660, Note_off_c, 0, 61, 64
2, 1663, Note_off_c, 0, 66, 64
2, 1663, Control_c, 0, 64, 127
2, 1663, Control_c, 0, 64, 127
2, 1673, Note_off_c, 0, 57, 64
2, 1763, Note_off_c, 0, 42, 64
2, 1808, Note_on_c, 0, 61, 62
2, 1808, Note_on_c, 0, 57, 66
2, 1812, Note_on_c, 0, 78, 78
2, 1815, Note_on_c, 0, 66, 43
2, 1827, Note_off_c, 0, 73, 64
2, 1880, Note_off_c, 0, 57, 64
2, 1880, Note_off_c, 0, 61, 64
2, 1910, Note_off_c, 0, 66, 64
2, 1958, Note_on_c, 0, 54, 47
2, 1962, Note_on_c, 0, 73, 73
2, 1981, Note_off_c, 0, 78, 64
2, 2011, Note_on_c, 0, 74, 62
2, 2016, Note_off_c, 0, 73, 64
2, 2051, Note_on_c, 0, 73, 69
2, 2068, Note_off_c, 0, 74, 64
2, 2082, Control_c, 0, 64, 0
2, 2082, Control_c, 0, 64, 0
2, 2091, Note_on_c, 0, 71, 73
2, 2098, Note_on_c, 0, 66, 67
2, 2098, Note_on_c, 0, 59, 62
2, 2102, Note_off_c, 0, 73, 64
2, 2108, Note_on_c, 0, 62, 58
2, 2128, Control_c, 0, 64, 127
2, 2128, Control_c, 0, 64, 127
2, 2132, Note_off_c, 0, 62, 64
2, 2136, Note_off_c, 0, 59, 64
2, 2136, Note_off_c, 0, 66, 64
2, 2268, Note_on_c, 0, 66, 55
2, 2272, Note_on_c, 0, 62, 58
2, 2273, Note_on_c, 0, 78, 69
2, 2280, Note_on_c, 0, 59, 54
2, 2295, Note_off_c, 0, 66, 64
2, 2296, Note_off_c, 0, 62, 64
2, 2301, Note_off_c, 0, 59, 64
2, 2324, Note_off_c, 0, 71, 64
2, 2329, Note_off_c, 0, 54, 64
2, 2411, Note_on_c, 0, 42, 69
2, 2418, Note_on_c, 0, 71, 67
2, 2430, Note_off_c, 0, 78, 64
2, 2460, Note_on_c, 0, 73, 73
2, 2477, Note_off_c, 0, 71, 64
2, 2502, Note_on_c, 0, 71, 59
2, 2522, Note_off_c, 0, 73, 64
2, 2546, Note_on_c, 0, 69, 64
2, 2553, Control_c, 0, 64, 0
2, 2553, Control_c, 0, 64, 0
2, 2560, Note_off_c, 0, 71, 64
2, 2563, Note_on_c, 0, 66, 69
2, 2563, Note_on_c, 0, 61, 51
2, 2568, Note_on_c, 0, 57, 29
2, 2574, Control_c, 0, 64, 127
2, 2574, Control_c, 0, 64, 127
2, 2597, Note_off_c, 0, 66, 64
2, 2606, Note_off_c, 0, 61, 64
2, 2613, Note_off_c, 0, 57, 64
2, 2695, Note_off_c, 0, 42, 64
2, 2701, Note_on_c, 0, 61, 51
2, 2702, Note_on_c, 0, 73, 69
2, 2710, Note_on_c, 0, 57, 62
2, 2710, Note_on_c, 0, 49, 58
2, 2742, Note_off_c, 0, 61, 64
2, 2748, Note_off_c, 0, 49, 64
2, 2751, Note_off_c, 0, 57, 64
2, 2754, Note_off_c, 0, 69, 64
2, 2857, Note_on_c, 0, 69, 62
2, 2859, Note_on_c, 0, 37, 78
2, 2867, Note_off_c, 0, 73, 64
2, 2867, Control_c, 0, 64, 0
2, 2867, Control_c, 0, 64, 0
2, 2881, Control_c, 0, 64, 127
2, 2881, Control_c, 0, 64, 127
2, 2900, Note_on_c, 0, 71, 62
2, 2905, Note_off_c, 0, 69, 64
2, 2940, Note_on_c, 0, 69, 64
2, 2953, Note_off_c, 0, 71, 64
2, 2979, Note_on_c, 0, 59, 65
2, 2979, Note_on_c, 0, 53, 54
2, 2985, Note_on_c, 0, 49, 58
2, 2988, Control_c, 0, 64, 0
2, 2988, Control_c, 0, 64, 0
2, 2995, Note_on_c, 0, 68, 69
2, 2999, Note_off_c, 0, 69, 64
2, 3017, Control_c, 0, 64, 127
2, 3017, Control_c, 0, 64, 127
2, 3024, Note_off_c, 0, 59, 64
2, 3028, Note_off_c, 0, 49, 64
2, 3029, Note_off_c, 0, 53, 64
2, 3134, Note_off_c, 0, 37, 64
2, 3158, Note_on_c, 0, 73, 69
2, 3165, Note_on_c, 0, 59, 67
2, 3165, Note_on_c, 0, 53, 47
2, 3165, Note_on_c, 0, 49, 47
2, 3188, Note_off_c, 0, 68, 64
2, 3203, Note_off_c, 0, 59, 64
2, 3208, Note_off_c, 0, 53, 64
2, 3215, Note_off_c, 0, 49, 64
2, 3299, Note_on_c, 0, 68, 78
2, 3303, Note_on_c, 0, 42, 74
2, 3319, Note_off_c, 0, 73, 64
2, 3345, Note_on_c, 0, 69, 62
2, 3352, Note_off_c, 0, 68, 64
2, 3387, Note_on_c, 0, 68, 69
2, 3399, Note_off_c, 0, 69, 64
2, 3424, Note_on_c, 0, 57, 62
2, 3424, Note_on_c, 0, 49, 69
2, 3424, Control_c, 0, 64, 0
2, 3424, Control_c, 0, 64, 0
2, 3433, Note_on_c, 0, 66, 70
2, 3433, Note_on_c, 0, 54, 62
2, 3438, Note_off_c, 0, 68, 64
2, 3456, Control_c, 0, 64, 127
2, 3456, Control_c, 0, 64, 127
2, 3466, Note_off_c, 0, 49, 64
2, 3466, Note_off_c, 0, 57, 64
2, 3468, Note_off_c, 0, 54, 64
2, 3585, Note_off_c, 0, 42, 64
2, 3597, Note_on_c, 0, 73, 74
2, 3605, Note_on_c, 0, 54, 60
2, 3611, Note_on_c, 0, 57, 62
2, 3611, Note_on_c, 0, 51, 50
2, 3620, Control_c, 0, 64, 0
2, 3620, Control_c, 0, 64, 0
2, 3634, Note_off_c, 0, 66, 64
2, 3657, Control_c, 0, 64, 127
2, 3657, Control_c, 0, 64, 127
2, 3666, Note_off_c, 0, 51, 64
2, 3678, Note_off_c, 0, 54, 64
2, 3680, Note_off_c, 0, 57, 64
2, 3777, Note_on_c, 0, 44, 67
2, 3784, Note_on_c, 0, 66, 77
2, 3800, Control_c, 0, 64, 0
2, 3800, Control_c, 0, 64, 0
2, 3804, Note_off_c, 0, 73, 64
2, 3815, Control_c, 0, 64, 127
2, 3815, Control_c, 0, 64, 127
2, 3838, Note_on_c, 0, 68, 77
2, 3844, Note_off_c, 0, 66, 64
2, 3882, Note_on_c, 0, 66, 65
2, 3898, Note_off_c, 0, 68, 64
2, 3928, Note_on_c, 0, 64, 73
2, 3936, Note_on_c, 0, 61, 73
2, 3936, Note_on_c, 0, 52, 60
2, 3940, Note_on_c, 0, 56, 55
2, 3946, Note_off_c, 0, 66, 64
2, 3948, Control_c, 0, 64, 0
2, 3948, Control_c, 0, 64, 0
2, 3963, Control_c, 0, 64, 127
2, 3963, Control_c, 0, 64, 127
2, 3983, Note_off_c, 0, 52, 64
2, 3987, Note_off_c, 0, 56, 64
2, 3990, Note_off_c, 0, 61, 64
2, 4008, Note_on_c, 0, 68, 74
2, 4021, Note_off_c, 0, 64, 64
2, 4068, Note_off_c, 0, 44, 64
2, 4082, Control_c, 0, 64, 0
2, 4082, Control_c, 0, 64, 0
2, 4089, Note_on_c, 0, 63, 77
2, 4092, Note_on_c, 0, 56, 57
2, 4095, Note_on_c, 0, 54, 58
2, 4098, Note_on_c, 0, 60, 55
2, 4105, Note_off_c, 0, 68, 64
2, 4117, Control_c, 0, 64, 127
2, 4117, Control_c, 0, 64, 127
2, 4125, Note_off_c, 0, 60, 64
2, 4134, Note_off_c, 0, 56, 64
2, 4137, Note_off_c, 0, 54, 64
