2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 131, Control_c, 0, 64, 127
2, 131, Control_c, 0, 64, 127
2, 161, Note_on_c, 0, 41, 58
2, 167, Note_on_c, 0, 65, 58
2, 223, Note_off_c, 0, 65, 64
2, 248, Note_off_c, 0, 41, 64
2, 308, Note_on_c, 0, 65, 53
2, 341, Note_on_c, 0, 67, 63
2, 351, Note_on_c, 0, 53, 54
2, 357, Note_on_c, 0, 60, 58
2, 358, Note_on_c, 0, 63, 61
2, 362, Note_off_c, 0, 65, 64
2, 393, Note_off_c, 0, 53, 64
2, 399, Note_off_c, 0, 63, 64
2, 401, Note_off_c, 0, 60, 64
2, 518, Control_c, 0, 64, 0
2, 518, Control_c, 0, 64, 0
2, 533, Note_on_c, 0, 69, 62
2, 533, Note_on_c, 0, 63, 35
2, 541, Note_on_c, 0, 60, 59
2, 541, Note_on_c, 0, 53, 55
2, 548, Note_off_c, 0, 67, 64
2, 567, Note_off_c, 0, 60, 64
2, 568, Note_off_c, 0, 63, 64
2, 572, Note_off_c, 0, 53, 64
2, 576, Control_c, 0, 64, 127
2, 576, Control_c, 0, 64, 127
2, 719, Note_on_c, 0, 70, 66
2, 719, Note_on_c, 0, 46, 66
2, 730, Control_c, 0, 64, 0
2, 730, Control_c, 0, 64, 0
2, 743, Control_c, 0, 64, 127
2, 743, Control_c, 0, 64, 127
2, 753, Note_off_c, 0, 69, 64
2, 799, Note_off_c, 0, 70, 64
2, 806, Note_off_c, 0, 46, 64
2, 845, Note_on_c, 0, 72, 61
2, 881, Control_c, 0, 64, 0
2, 881, Control_c, 0, 64, 0
2, 886, Note_on_c, 0, 58, 63
2, 890, Note_on_c, 0, 53, 61
2, 894, Note_on_c, 0, 62, 49
2, 897, Note_on_c, 0, 74, 72
2, 912, Note_off_c, 0, 72, 64
2, 925, Note_off_c, 0, 62, 64
2, 931, Note_off_c, 0, 58, 64
2, 937, Control_c, 0, 64, 127
2, 937, Control_c, 0, 64, 127
2, 940, Note_off_c, 0, 53, 64
2, 1059, Control_c, 0, 64, 0
2, 1059, Control_c, 0, 64, 0
2, 1065, Note_on_c, 0, 46, 67
2, 1069, Note_on_c, 0, 75, 67
2, 1086, Note_off_c, 0, 74, 64
2, 1100, Control_c, 0, 64, 127
2, 1100, Control_c, 0, 64, 127
2, 1152, Note_off_c, 0, 46, 64
2, 1173, Note_on_c, 0, 77, 65
2, 1185, Note_off_c, 0, 75, 64
2, 1240, Note_on_c, 0, 39, 71
2, 1247, Note_on_c, 0, 79, 78
2, 1248, Note_on_c, 0, 51, 67
2, 1253, Control_c, 0, 64, 0
2, 1253, Control_c, 0, 64, 0
2, 1260, Note_off_c, 0, 77, 64
2, 1296, Control_c, 0, 64, 127
2, 1296, Control_c, 0, 64, 127
2, 1376, Note_on_c, 0, 81, 67
2, 1384, Note_on_c, 0, 55, 62
2, 1385, Note_off_c, 0, 79, 64
2, 1448, Note_on_c, 0, 58, 53
2, 1480, Note_off_c, 0, 39, 64
2, 1488, Note_off_c, 0, 51, 64
2, 1496, Note_on_c, 0, 63, 45
2, 1515, Note_on_c, 0, 84, 78
2, 1522, Note_off_c, 0, 81, 64
2, 1525, Control_c, 0, 64, 0
2, 1525, Control_c, 0, 64, 0
2, 1544, Note_on_c, 0, 67, 53
2, 1546, Note_on_c, 0, 82, 83
2, 1552, Control_c, 0, 64, 127
2, 1552, Control_c, 0, 64, 127
2, 1556, Note_off_c, 0, 84, 64
2, 1585, Note_on_c, 0, 84, 79
2, 1595, Note_off_c, 0, 82, 64
2, 1595, Note_off_c, 0, 55, 64
2, 1616, Note_on_c, 0, 82, 74
2, 1629, Note_off_c, 0, 84, 64
2, 1636, Note_off_c, 0, 58, 64
2, 1648, Note_off_c, 0, 82, 64
2, 1648, Note_on_c, 0, 84, 70
2, 1669, Note_off_c, 0, 63, 64
2, 1672, Note_on_c, 0, 82, 71
2, 1677, Note_off_c, 0, 67, 64
2, 1696, Note_off_c, 0, 84, 64
2, 1736, Note_on_c, 0, 81, 72
2, 1744, Note_off_c, 0, 82, 64
2, 1802, Note_on_c, 0, 79, 72
2, 1826, Note_off_c, 0, 81, 64
2, 1895, Note_on_c, 0, 77, 66
2, 1912, Note_off_c, 0, 79, 64
2, 1931, Note_on_c, 0, 82, 72
2, 1936, Note_on_c, 0, 46, 57
2, 1940, Note_off_c, 0, 77, 64
2, 1944, Control_c, 0, 64, 0
2, 1944, Control_c, 0, 64, 0
2, 1964, Note_off_c, 0, 82, 64
2, 2002, Control_c, 0, 64, 127
2, 2002, Control_c, 0, 64, 127
2, 2020, Control_c, 0, 64, 127
2, 2020, Control_c, 0, 64, 127
2, 2023, Note_off_c, 0, 46, 64
2, 2066, Note_on_c, 0, 82, 52
2, 2096, Control_c, 0, 64, 0
2, 2096, Control_c, 0, 64, 0
2, 2105, Note_on_c, 0, 74, 62
2, 2113, Note_on_c, 0, 62, 45
2, 2120, Note_on_c, 0, 58, 42
2, 2120, Note_on_c, 0, 53, 41
2, 2142, Note_off_c, 0, 58, 64
2, 2144, Note_off_c, 0, 82, 64
2, 2150, Note_off_c, 0, 53, 64
2, 2159, Note_off_c, 0, 62, 64
2, 2279, Note_on_c, 0, 62, 39
2, 2287, Note_on_c, 0, 58, 41
2, 2288, Note_on_c, 0, 53, 39
2, 2290, Control_c, 0, 64, 127
2, 2290, Control_c, 0, 64, 127
2, 2309, Note_off_c, 0, 58, 64
2, 2309, Note_off_c, 0, 62, 64
2, 2318, Note_off_c, 0, 53, 64
2, 2409, Note_on_c, 0, 75, 49
2, 2424, Note_off_c, 0, 74, 64
2, 2447, Note_on_c, 0, 41, 52
2, 2452, Note_on_c, 0, 79, 53
2, 2460, Control_c, 0, 64, 0
2, 2460, Control_c, 0, 64, 0
2, 2469, Note_off_c, 0, 75, 64
2, 2489, Note_off_c, 0, 79, 64
2, 2534, Note_off_c, 0, 41, 64
2, 2572, Note_on_c, 0, 79, 41
2, 2612, Note_on_c, 0, 69, 46
2, 2615, Note_on_c, 0, 53, 31
2, 2624, Note_off_c, 0, 79, 64
2, 2626, Note_on_c, 0, 60, 45
2, 2628, Note_on_c, 0, 63, 24
2, 2658, Note_off_c, 0, 53, 64
2, 2665, Note_off_c, 0, 60, 64
2, 2667, Note_off_c, 0, 63, 64
2, 2672, Control_c, 0, 64, 127
2, 2672, Control_c, 0, 64, 127
2, 2776, Note_on_c, 0, 63, 32
2, 2780, Note_on_c, 0, 60, 36
2, 2780, Note_on_c, 0, 53, 36
2, 2815, Note_off_c, 0, 63, 64
2, 2819, Note_off_c, 0, 53, 64
2, 2819, Note_off_c, 0, 60, 64
2, 2899, Note_on_c, 0, 70, 41
2, 2912, Note_off_c, 0, 69, 64
2, 2930, Note_on_c, 0, 46, 41
2, 2938, Note_on_c, 0, 74, 45
2, 2950, Control_c, 0, 64, 0
2, 2950, Control_c, 0, 64, 0
2, 2955, Note_off_c, 0, 70, 64
2, 2975, Note_off_c, 0, 74, 64
2, 3017, Note_off_c, 0, 46, 64
2, 3064, Note_on_c, 0, 74, 39
2, 3096, Note_on_c, 0, 58, 32
2, 3098, Note_on_c, 0, 64, 42
2, 3104, Note_on_c, 0, 53, 33
2, 3110, Note_on_c, 0, 62, 20
2, 3126, Note_off_c, 0, 74, 64
2, 3139, Note_off_c, 0, 58, 64
2, 3141, Note_off_c, 0, 53, 64
2, 3146, Note_off_c, 0, 62, 64
2, 3248, Note_on_c, 0, 58, 31
2, 3254, Note_on_c, 0, 62, 31
2, 3254, Note_on_c, 0, 53, 32
2, 3270, Control_c, 0, 64, 127
2, 3270, Control_c, 0, 64, 127
2, 3277, Note_off_c, 0, 58, 64
2, 3283, Note_off_c, 0, 62, 64
2, 3291, Note_off_c, 0, 53, 64
2, 3398, Control_c, 0, 64, 127
2, 3398, Control_c, 0, 64, 127
2, 3420, Note_on_c, 0, 41, 48
2, 3427, Note_on_c, 0, 65, 52
2, 3434, Control_c, 0, 64, 0
2, 3434, Control_c, 0, 64, 0
2, 3440, Note_off_c, 0, 64, 64
2, 3477, Control_c, 0, 64, 127
2, 3477, Control_c, 0, 64, 127
2, 3507, Note_off_c, 0, 41, 64
2, 3544, Note_on_c, 0, 69, 58
2, 3546, Note_off_c, 0, 65, 64
2, 3592, Control_c, 0, 64, 0
2, 3592, Control_c, 0, 64, 0
2, 3596, Note_on_c, 0, 63, 26
2, 3600, Note_on_c, 0, 53, 48
2, 3608, Note_on_c, 0, 72, 62
2, 3619, Control_c, 0, 64, 127
2, 3619, Control_c, 0, 64, 127
2, 3624, Note_off_c, 0, 69, 64
2, 3661, Note_off_c, 0, 53, 64
2, 3664, Note_on_c, 0, 75, 53
2, 3670, Note_off_c, 0, 63, 64
2, 3728, Note_off_c, 0, 72, 64
2, 3740, Note_on_c, 0, 79, 41
2, 3744, Note_on_c, 0, 63, 52
2, 3747, Note_on_c, 0, 53, 44
2, 3762, Note_off_c, 0, 75, 64
2, 3796, Note_off_c, 0, 63, 64
2, 3811, Note_off_c, 0, 53, 64
2, 3836, Note_on_c, 0, 77, 65
2, 3866, Note_off_c, 0, 79, 64
2, 3882, Note_off_c, 0, 77, 64
2, 3888, Note_on_c, 0, 77, 74
2, 3906, Control_c, 0, 64, 0
2, 3906, Control_c, 0, 64, 0
2, 3912, Note_on_c, 0, 46, 66
2, 3927, Note_on_c, 0, 86, 67
2, 3936, Note_off_c, 0, 77, 64
2, 3952, Control_c, 0, 64, 127
2, 3952, Control_c, 0, 64, 127
2, 3999, Note_off_c, 0, 46, 64
2, 4029, Note_on_c, 0, 84, 67
2, 4056, Note_off_c, 0, 86, 64
