2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 112, Control_c, 0, 64, 0
2, 168, Control_c, 0, 64, 127
2, 424, Control_c, 0, 64, 0
2, 480, Control_c, 0, 64, 127
2, 608, Note_on_c, 0, 57, 24
2, 610, Note_on_c, 0, 59, 28
2, 614, Note_on_c, 0, 65, 22
2, 911, Note_off_c, 0, 57, 64
2, 917, Note_off_c, 0, 65, 64
2, 928, Note_on_c, 0, 57, 22
2, 931, Note_on_c, 0, 60, 26
2, 934, Note_on_c, 0, 65, 22
2, 981, Note_off_c, 0, 59, 64
2, 1231, Note_off_c, 0, 57, 64
2, 1237, Note_off_c, 0, 65, 64
2, 1242, Note_on_c, 0, 62, 22
2, 1245, Note_on_c, 0, 65, 22
2, 1251, Note_on_c, 0, 57, 22
2, 1307, Note_off_c, 0, 60, 64
2, 1548, Note_off_c, 0, 65, 64
2, 1554, Note_off_c, 0, 57, 64
2, 1569, Note_on_c, 0, 65, 26
2, 1579, Note_on_c, 0, 59, 29
2, 1579, Note_on_c, 0, 57, 26
2, 1659, Note_off_c, 0, 62, 64
2, 1869, Note_off_c, 0, 65, 64
2, 1879, Note_off_c, 0, 57, 64
2, 1906, Note_on_c, 0, 65, 25
2, 1908, Note_on_c, 0, 60, 26
2, 1908, Note_on_c, 0, 57, 28
2, 1979, Note_off_c, 0, 59, 64
2, 2206, Note_off_c, 0, 65, 64
2, 2208, Note_off_c, 0, 57, 64
2, 2239, Note_on_c, 0, 65, 28
2, 2239, Note_on_c, 0, 62, 25
2, 2245, Note_on_c, 0, 57, 28
2, 2312, Note_off_c, 0, 60, 64
2, 2539, Note_off_c, 0, 65, 64
2, 2545, Note_off_c, 0, 57, 64
2, 2571, Note_on_c, 0, 65, 35
2, 2578, Note_on_c, 0, 59, 31
2, 2580, Note_on_c, 0, 57, 35
2, 2662, Note_off_c, 0, 62, 64
2, 2730, Control_c, 0, 64, 0
2, 2761, Control_c, 0, 64, 127
2, 2967, Note_off_c, 0, 65, 64
2, 2976, Note_off_c, 0, 57, 64
2, 2980, Note_on_c, 0, 65, 40
2, 2981, Note_on_c, 0, 57, 40
