2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 11, Control_c, 0, 64, 0
2, 11, Control_c, 0, 64, 0
2, 49, Note_on_c, 0, 38, 58
2, 52, Note_on_c, 0, 62, 58
2, 58, Control_c, 0, 64, 127
2, 58, Control_c, 0, 64, 127
2, 120, Note_off_c, 0, 38, 64
2, 123, Note_off_c, 0, 62, 64
2, 257, Note_on_c, 0, 50, 49
2, 260, Note_on_c, 0, 60, 58
2, 261, Note_on_c, 0, 66, 54
2, 261, Note_on_c, 0, 57, 52
2, 341, Note_on_c, 0, 64, 51
2, 344, Note_on_c, 0, 55, 50
2, 345, Note_off_c, 0, 66, 64
2, 358, Note_off_c, 0, 57, 64
2, 424, Note_on_c, 0, 54, 48
2, 428, Note_on_c, 0, 62, 63
2, 450, Note_off_c, 0, 50, 64
2, 456, Note_off_c, 0, 64, 64
2, 459, Note_off_c, 0, 55, 64
2, 508, Note_on_c, 0, 57, 62
2, 510, Note_on_c, 0, 66, 63
2, 537, Note_off_c, 0, 54, 64
2, 541, Note_off_c, 0, 62, 64
2, 588, Note_on_c, 0, 69, 62
2, 594, Note_on_c, 0, 50, 62
2, 597, Note_off_c, 0, 57, 64
2, 599, Note_off_c, 0, 66, 64
2, 611, Control_c, 0, 64, 0
2, 611, Control_c, 0, 64, 0
2, 624, Control_c, 0, 64, 127
2, 624, Control_c, 0, 64, 127
2, 650, Note_off_c, 0, 69, 64
2, 710, Note_on_c, 0, 71, 54
2, 733, Note_off_c, 0, 60, 64
2, 756, Note_on_c, 0, 62, 64
2, 756, Note_on_c, 0, 60, 58
2, 759, Note_on_c, 0, 66, 59
2, 762, Note_off_c, 0, 71, 64
2, 763, Note_on_c, 0, 72, 62
2, 798, Control_c, 0, 64, 0
2, 798, Control_c, 0, 64, 0
2, 863, Control_c, 0, 64, 127
2, 863, Control_c, 0, 64, 127
2, 1073, Note_off_c, 0, 60, 64
2, 1073, Note_off_c, 0, 62, 64
2, 1076, Note_off_c, 0, 66, 64
2, 1080, Note_off_c, 0, 72, 64
2, 1108, Note_on_c, 0, 67, 54
2, 1109, Note_on_c, 0, 71, 58
2, 1109, Note_on_c, 0, 62, 54
2, 1109, Note_on_c, 0, 43, 63
2, 1182, Note_off_c, 0, 67, 64
2, 1183, Note_off_c, 0, 62, 64
2, 1183, Note_off_c, 0, 71, 64
2, 1196, Note_off_c, 0, 50, 64
2, 1208, Note_on_c, 0, 50, 58
