2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 9, Note_on_c, 0, 72, 65
2, 11, Note_on_c, 0, 60, 61
2, 15, Note_on_c, 0, 69, 62
2, 21, Note_on_c, 0, 53, 45
2, 123, Note_off_c, 0, 72, 64
2, 125, Note_off_c, 0, 60, 64
2, 129, Note_off_c, 0, 69, 64
2, 135, Note_off_c, 0, 53, 64
2, 182, Note_on_c, 0, 69, 61
2, 185, Note_on_c, 0, 72, 61
2, 185, Note_on_c, 0, 60, 61
2, 185, Note_on_c, 0, 53, 62
2, 207, Note_off_c, 0, 72, 64
2, 207, Note_off_c, 0, 69, 64
2, 214, Note_off_c, 0, 53, 64
2, 214, Note_off_c, 0, 60, 64
2, 217, Control_c, 0, 64, 0
2, 228, Note_on_c, 0, 72, 74
2, 230, Note_on_c, 0, 69, 65
2, 230, Note_on_c, 0, 60, 61
2, 230, Note_on_c, 0, 53, 69
2, 248, Control_c, 0, 64, 127
2, 359, Note_off_c, 0, 72, 64
2, 361, Note_off_c, 0, 53, 64
2, 361, Note_off_c, 0, 60, 64
2, 361, Note_off_c, 0, 69, 64
2, 440, Note_on_c, 0, 77, 68
2, 440, Note_on_c, 0, 69, 64
2, 444, Note_on_c, 0, 60, 61
2, 444, Note_on_c, 0, 53, 61
2, 571, Note_off_c, 0, 69, 64
2, 571, Note_off_c, 0, 77, 64
2, 575, Note_off_c, 0, 53, 64
2, 575, Note_off_c, 0, 60, 64
2, 660, Note_on_c, 0, 67, 62
2, 662, Note_on_c, 0, 76, 69
2, 669, Note_on_c, 0, 60, 61
2, 669, Note_on_c, 0, 55, 61
2, 675, Note_on_c, 0, 48, 55
2, 690, Control_c, 0, 64, 0
2, 701, Control_c, 0, 64, 127
2, 774, Note_off_c, 0, 67, 64
2, 776, Note_off_c, 0, 76, 64
2, 783, Note_off_c, 0, 55, 64
2, 783, Note_off_c, 0, 60, 64
2, 840, Note_on_c, 0, 74, 72
2, 840, Note_on_c, 0, 59, 61
2, 842, Note_on_c, 0, 65, 72
2, 895, Note_on_c, 0, 72, 64
2, 896, Note_on_c, 0, 60, 68
2, 896, Note_on_c, 0, 64, 69
2, 907, Control_c, 0, 64, 0
2, 918, Note_off_c, 0, 59, 64
2, 918, Note_off_c, 0, 74, 64
2, 920, Note_off_c, 0, 65, 64
2, 1069, Control_c, 0, 64, 127
2, 1250, Control_c, 0, 64, 0
2, 1358, Note_off_c, 0, 72, 64
2, 1359, Note_off_c, 0, 64, 64
2, 1359, Note_off_c, 0, 60, 64
2, 1382, Note_off_c, 0, 48, 64
2, 1392, Control_c, 0, 64, 0
2, 1396, Note_on_c, 0, 57, 61
2, 1398, Note_on_c, 0, 50, 61
2, 1399, Note_on_c, 0, 69, 64
2, 1399, Note_on_c, 0, 65, 61
2, 1433, Control_c, 0, 64, 127
2, 1510, Note_off_c, 0, 57, 64
2, 1512, Note_off_c, 0, 50, 64
2, 1513, Note_off_c, 0, 65, 64
2, 1513, Note_off_c, 0, 69, 64
2, 1563, Note_on_c, 0, 65, 61
2, 1564, Note_on_c, 0, 57, 61
2, 1568, Note_on_c, 0, 69, 61
2, 1573, Note_on_c, 0, 50, 61
2, 1590, Note_off_c, 0, 65, 64
2, 1591, Note_off_c, 0, 69, 64
