2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 233, Control_c, 0, 64, 127
2, 241, Control_c, 0, 64, 127
2, 496, Note_on_c, 0, 70, 52
2, 680, Control_c, 0, 64, 0
2, 684, Note_on_c, 0, 66, 46
2, 684, Note_on_c, 0, 39, 52
2, 688, Control_c, 0, 64, 0
2, 720, Control_c, 0, 64, 127
2, 728, Control_c, 0, 64, 127
2, 771, Note_on_c, 0, 75, 46
2, 808, Note_off_c, 0, 70, 64
2, 814, Note_off_c, 0, 66, 64
2, 864, Note_on_c, 0, 51, 42
2, 867, Note_on_c, 0, 73, 53
2, 870, Note_on_c, 0, 67, 59
2, 874, Note_on_c, 0, 58, 46
2, 878, Note_off_c, 0, 75, 64
2, 1003, Note_off_c, 0, 67, 64
2, 1018, Note_off_c, 0, 73, 64
2, 1021, Note_on_c, 0, 71, 44
2, 1028, Note_on_c, 0, 59, 41
2, 1041, Note_off_c, 0, 58, 64
2, 1098, Note_on_c, 0, 70, 65
2, 1102, Note_on_c, 0, 61, 46
2, 1104, Note_off_c, 0, 59, 64
2, 1111, Note_off_c, 0, 71, 64
2, 1168, Note_on_c, 0, 68, 62
2, 1170, Note_on_c, 0, 59, 46
2, 1174, Note_off_c, 0, 70, 64
2, 1180, Note_off_c, 0, 61, 64
2, 1208, Note_off_c, 0, 39, 64
2, 1237, Note_on_c, 0, 71, 54
2, 1242, Note_on_c, 0, 56, 53
2, 1245, Note_off_c, 0, 68, 64
2, 1249, Note_off_c, 0, 59, 64
2, 1281, Control_c, 0, 64, 0
2, 1289, Control_c, 0, 64, 0
2, 1312, Note_on_c, 0, 65, 53
2, 1312, Note_on_c, 0, 62, 53
2, 1320, Note_off_c, 0, 71, 64
2, 1331, Note_off_c, 0, 56, 64
2, 1353, Control_c, 0, 64, 127
2, 1361, Control_c, 0, 64, 127
2, 1419, Control_c, 0, 64, 0
2, 1427, Control_c, 0, 64, 0
2, 1452, Note_on_c, 0, 58, 62
2, 1459, Note_on_c, 0, 70, 62
2, 1472, Control_c, 0, 64, 127
2, 1480, Control_c, 0, 64, 127
2, 1487, Note_off_c, 0, 65, 64
2, 1502, Note_off_c, 0, 62, 64
2, 1596, Note_on_c, 0, 66, 46
2, 1596, Note_on_c, 0, 63, 44
2, 1646, Control_c, 0, 64, 0
2, 1650, Note_off_c, 0, 58, 64
2, 1664, Note_on_c, 0, 75, 52
2, 1668, Note_off_c, 0, 70, 64
2, 1684, Control_c, 0, 64, 0
2, 1699, Control_c, 0, 64, 127
2, 1707, Control_c, 0, 64, 127
