2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 190, Control_c, 0, 64, 0
2, 202, Control_c, 0, 64, 0
2, 273, Control_c, 0, 64, 127
2, 285, Control_c, 0, 64, 127
2, 660, Control_c, 0, 64, 0
2, 672, Control_c, 0, 64, 0
2, 679, Note_on_c, 0, 67, 47
2, 746, Control_c, 0, 64, 127
2, 758, Control_c, 0, 64, 127
2, 820, Control_c, 0, 64, 0
2, 832, Control_c, 0, 64, 0
2, 876, Control_c, 0, 64, 127
2, 888, Control_c, 0, 64, 127
2, 998, Note_on_c, 0, 70, 35
2, 1019, Note_off_c, 0, 67, 64
2, 1027, Note_on_c, 0, 68, 43
2, 1057, Note_off_c, 0, 70, 64
2, 1068, Control_c, 0, 64, 0
2, 1072, Note_on_c, 0, 62, 38
2, 1078, Note_on_c, 0, 67, 46
2, 1078, Note_on_c, 0, 55, 24
2, 1080, Control_c, 0, 64, 0
2, 1088, Note_off_c, 0, 68, 64
2, 1095, Control_c, 0, 64, 127
2, 1107, Control_c, 0, 64, 127
2, 1181, Note_off_c, 0, 62, 64
2, 1184, Note_on_c, 0, 71, 43
2, 1187, Note_off_c, 0, 55, 64
2, 1209, Note_off_c, 0, 67, 64
2, 1253, Control_c, 0, 64, 0
2, 1265, Control_c, 0, 64, 0
2, 1278, Note_on_c, 0, 72, 43
2, 1285, Note_on_c, 0, 55, 35
2, 1289, Note_on_c, 0, 65, 43
2, 1294, Note_on_c, 0, 62, 28
2, 1310, Control_c, 0, 64, 127
2, 1312, Note_off_c, 0, 71, 64
2, 1322, Control_c, 0, 64, 127
2, 1366, Note_on_c, 0, 74, 42
2, 1381, Note_off_c, 0, 72, 64
2, 1394, Note_off_c, 0, 55, 64
2, 1403, Note_off_c, 0, 62, 64
2, 1455, Note_on_c, 0, 77, 45
2, 1461, Note_off_c, 0, 74, 64
2, 1487, Note_on_c, 0, 75, 49
2, 1501, Note_off_c, 0, 65, 64
2, 1512, Note_off_c, 0, 77, 64
2, 1556, Note_on_c, 0, 74, 49
2, 1569, Note_off_c, 0, 75, 64
2, 1642, Control_c, 0, 64, 0
2, 1654, Control_c, 0, 64, 0
2, 1660, Note_on_c, 0, 55, 27
2, 1661, Note_on_c, 0, 72, 46
2, 1661, Note_on_c, 0, 48, 30
2, 1666, Note_on_c, 0, 63, 38
2, 1682, Note_off_c, 0, 74, 64
2, 1693, Note_off_c, 0, 55, 64
2, 1694, Note_off_c, 0, 48, 64
2, 1699, Note_off_c, 0, 63, 64
2, 1699, Control_c, 0, 64, 127
2, 1711, Control_c, 0, 64, 127
2, 1855, Note_on_c, 0, 55, 34
2, 1855, Note_on_c, 0, 48, 31
2, 1860, Note_on_c, 0, 63, 41
2, 1888, Note_off_c, 0, 48, 64
2, 1888, Note_off_c, 0, 55, 64
2, 1893, Note_off_c, 0, 63, 64
2, 2025, Note_off_c, 0, 72, 64
2, 2052, Note_on_c, 0, 74, 41
2, 2137, Note_on_c, 0, 75, 38
2, 2144, Note_off_c, 0, 74, 64
2, 2217, Control_c, 0, 64, 0
2, 2218, Note_on_c, 0, 79, 42
2, 2221, Note_off_c, 0, 75, 64
2, 2229, Control_c, 0, 64, 0
2, 2237, Note_on_c, 0, 59, 31
2, 2237, Note_on_c, 0, 55, 31
2, 2238, Note_on_c, 0, 65, 41
2, 2246, Note_on_c, 0, 77, 47
2, 2248, Note_on_c, 0, 48, 26
2, 2254, Control_c, 0, 64, 127
2, 2266, Control_c, 0, 64, 127
2, 2270, Note_off_c, 0, 55, 64
2, 2270, Note_off_c, 0, 59, 64
2, 2271, Note_off_c, 0, 65, 64
